PRODNAME,DENSITY,AVAILSPARF_C,AVGEC_C,CRITWARNING,HRSN_C,PERCENTUSED_C,POC_C,POH_C,SPOR_C,STIME_C,SYSTYPE,TBW_GB_C,MediaError(Binary)
970Evo,1024,F,B,0, B ,A,D,C,C,H,Desktop,D,0
970Evo,1024,F,C,0, B ,A,F,B,C,H,Desktop,D,0
970Evo,1024,F,C,0, B ,A,E,C,C,H,Desktop,D,0
970Evo,1024,F,B,0, B ,A,F,D,C,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,F,H,C,I,Laptop,D,0
970Evo,512,F,C,0, A ,A,D,D,C,I,Desktop,D,0
970Evo,512,F,D,0, B ,A,F,C,C,I,Desktop,D,1
970Evo,1024,F,C,0, B ,A,D,E,C,I,Desktop,D,0
970Evo,1024,F,B,0, C ,A,G,C,C,G,Laptop,D,0
970Evo,1024,F,C,0, B ,A,E,D,C,I,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,D,C,I,Desktop,D,0
970Evo,512,F,D,0, D ,A,F,C,C,E,Desktop,E,0
970Evo,1024,F,B,0, B ,A,G,D,C,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,E,D,C,H,Desktop,E,0
970Evo,512,F,D,0, B ,A,A,E,C,H,Laptop,E,0
970Evo,1024,F,C,0, D ,A,D,E,C,E,Desktop,E,0
970Evo,512,F,C,0, D ,A,F,D,C,F,Laptop,E,0
970Evo,1024,F,C,0, C ,A,D,D,C,G,Desktop,E,0
970Evo,1024,F,C,0, C ,A,D,D,C,G,Laptop,E,0
970Evo,256,F,E,0, D ,A,H,F,C,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,G,B,C,H,Laptop,E,0
970Evo,1024,F,C,0, B ,A,B,D,C,I,Laptop,E,0
970Evo,512,F,D,0, B ,A,E,E,C,I,Laptop,E,0
970Evo,512,B,D,0, B ,A,B,I,C,H,Desktop,E,1
970Evo,1024,F,C,0, D ,A,F,D,C,F,Desktop,E,0
970Evo,1024,F,C,0, B ,A,B,I,C,H,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,D,C,I,Laptop,E,0
970Evo,512,F,C,0, B ,A,G,E,C,H,Laptop,F,0
970Evo,256,F,F,0, D ,B,H,D,C,E,Desktop,F,0
970Evo,256,F,F,0, D ,B,I,E,C,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,F,E,C,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,E,H,C,I,Laptop,F,0
970Evo,1024,F,C,0, B ,A,E,F,C,I,Desktop,F,0
970Evo,1024,F,C,0, A ,A,C,G,C,I,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,F,C,H,Desktop,F,0
970Evo,512,F,E,0, D ,A,G,F,C,F,Desktop,F,0
970Evo,1024,F,D,0, B ,A,G,E,C,H,Desktop,F,0
970Evo,512,F,E,0, D ,A,I,E,C,E,Desktop,F,1
970Evo,256,F,G,0, D ,B,H,G,C,E,Desktop,G,0
970Evo,512,F,F,0, D ,A,G,F,C,E,Desktop,G,0
970Evo,512,F,F,0, D ,A,H,F,C,E,Desktop,G,0
970Evo,512,F,F,0, B ,B,B,C,C,I,Desktop,G,0
970Evo,512,F,F,0, C ,A,F,G,C,F,Desktop,G,0
970Evo,512,F,F,0, B ,A,H,G,C,H,Desktop,G,0
970Evo,512,F,F,0, B ,A,H,G,C,I,Desktop,G,0
970Evo,512,F,F,0, D ,B,F,F,C,F,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,F,C,E,Laptop,G,0
970Evo,2048,D,C,0, D ,A,H,G,C,F,Laptop,G,1
970Evo,512,F,F,0, D ,A,I,F,C,E,Laptop,G,0
970Evo,512,F,F,0, D ,B,H,H,C,E,Desktop,H,1
970Evo,1024,F,E,0, B ,A,G,H,C,H,Desktop,H,0
970Evo,512,F,G,0, C ,B,H,I,C,G,Laptop,H,0
970Evo,1024,F,E,0, A ,A,D,E,C,I,Desktop,H,0
970Evo,1024,F,E,0, B ,A,H,H,C,H,Desktop,H,0
970Evo,1024,F,F,0, C ,A,E,F,C,G,Desktop,H,0
970Evo,256,F,H,0, D ,D,B,I,C,E,Desktop,H,0
970Evo,1024,F,F,0, B ,B,F,H,C,H,Desktop,H,0
970Evo,512,E,G,0, B ,B,A,I,C,H,Desktop,I,0
970Evo,1024,F,F,0, B ,B,C,H,C,H,Desktop,I,0
970Evo,512,F,G,0, D ,C,E,I,C,E,Desktop,I,0
970Evo,512,F,H,0, C ,C,G,G,C,F,Desktop,I,0
970Evo,512,F,H,0, B ,D,G,F,C,I,Desktop,I,0
970Evo,1024,F,G,0, C ,B,J,I,C,G,Desktop,I,0
970Evo,1024,F,F,0, C ,B,D,H,C,G,Laptop,I,0
970Evo,1024,F,I,0, B ,E,A,D,C,I,Server,J,0
970Evo,512,F,A,0, B ,A,A,A,C,I,Desktop,A,0
970Evo,1024,F,A,0, D ,A,A,A,C,E,Desktop,A,0
970Evo,512,F,A,0, B ,A,B,A,C,I,Laptop,B,0
970Evo,512,F,A,0, B ,A,B,A,C,H,Desktop,B,0
970Evo,512,F,B,0, B ,A,A,C,C,H,Laptop,B,0
970Evo,1024,F,A,0, B ,A,A,G,C,I,Laptop,B,0
970Evo,512,F,B,0, B ,A,B,C,C,H,Desktop,B,0
970Evo,512,F,A,0, B ,A,B,B,C,I,Desktop,B,0
970Evo,512,F,B,0, B ,A,E,B,C,I,Desktop,B,0
970Evo,512,F,B,0, B ,A,C,B,C,I,Desktop,B,0
970Evo,1024,F,A,0, B ,A,C,C,C,I,Desktop,B,0
970Evo,512,F,B,0, B ,A,C,B,C,I,Desktop,C,0
970Evo,512,F,B,0, B ,A,C,B,C,I,Desktop,C,0
970Evo,512,F,B,0, D ,A,D,B,C,F,Desktop,C,0
970Evo,512,F,B,0, B ,A,E,C,C,H,Laptop,C,0
970Evo,512,F,C,0, B ,A,C,B,C,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,D,C,C,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,D,B,C,H,Desktop,C,0
970Evo,512,F,C,0, B ,A,D,B,C,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,D,E,C,H,Laptop,C,0
970Evo,1024,F,B,0, B ,A,D,D,C,I,Desktop,C,0
970Evo,512,F,C,0, B ,A,D,D,C,I,Desktop,C,0
970Evo,512,F,C,0, B ,A,E,C,C,H,Desktop,C,0
970Evo,512,F,C,0, C ,A,D,B,C,F,Laptop,D,0
970Evo,1024,F,B,0, B ,A,I,B,C,H,Laptop,D,0
970Evo,512,F,C,0, B ,A,D,E,C,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,D,E,C,I,Desktop,D,0
970Evo,1024,F,B,0, B ,A,B,E,C,I,Desktop,D,0
970Evo,512,F,D,0, B ,A,F,G,C,I,Desktop,D,0
970Evo,512,D,C,0, D ,A,I,E,C,E,Laptop,D,1
970Evo,512,F,C,0, D ,A,D,C,C,F,Desktop,D,0
970Evo,256,F,D,0, D ,A,E,C,C,E,Desktop,D,0
970Evo,1024,F,B,0, C ,A,D,E,C,G,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,C,C,I,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,C,C,I,Desktop,D,0
970Evo,512,F,D,0, B ,A,F,H,C,H,Desktop,D,0
970Evo,512,F,D,0, D ,A,G,C,C,E,Laptop,D,0
970Evo,512,F,C,0, B ,A,E,C,C,H,Desktop,E,0
970Evo,256,F,E,0, D ,A,G,D,C,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,C,C,C,I,Laptop,E,0
970Evo,1024,F,C,0, B ,A,F,F,C,I,Desktop,E,0
970Evo,256,F,E,0, D ,A,I,D,C,E,Laptop,E,0
970Evo,1024,F,C,0, B ,A,F,F,C,H,Desktop,E,0
970Evo,1024,F,C,0, C ,A,I,C,C,G,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,H,C,H,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,D,C,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,C,D,C,H,Laptop,E,0
970Evo,1024,F,C,0, C ,A,H,D,C,G,Desktop,E,0
970Evo,256,F,F,0, D ,B,G,D,C,E,Desktop,E,0
970Evo,256,F,F,0, D ,A,F,E,C,E,Desktop,E,0
970Evo,512,F,E,0, B ,A,G,F,C,H,Desktop,F,1
970Evo,512,F,D,0, D ,A,H,D,C,F,Laptop,F,0
970Evo,1024,F,D,0, C ,A,G,D,C,G,Laptop,F,0
970Evo,512,F,E,0, D ,A,I,D,C,E,Desktop,F,0
970Evo,1024,F,D,0, D ,A,H,C,C,E,Desktop,F,0
970Evo,1024,F,C,0, B ,A,D,F,C,I,Desktop,F,0
970Evo,256,F,F,0, D ,A,H,E,C,E,Desktop,F,0
970Evo,1024,F,D,0, D ,A,C,F,C,F,Desktop,F,0
970Evo,512,F,D,0, D ,A,H,G,C,F,Desktop,F,0
970Evo,256,F,G,0, D ,B,I,D,C,F,Desktop,F,0
970Evo,256,F,G,0, D ,B,H,E,C,E,Desktop,F,0
970Evo,1024,F,C,0, B ,A,A,H,C,I,Desktop,F,1
970Evo,1024,F,C,0, B ,A,G,F,C,H,Desktop,F,0
970Evo,512,F,F,0, D ,A,F,E,C,F,Desktop,G,0
970Evo,1024,F,E,0, B ,A,E,F,C,H,Desktop,G,0
970Evo,256,F,G,0, D ,B,H,G,C,E,Desktop,G,0
970Evo,256,F,H,0, D ,C,H,G,C,E,Desktop,G,0
970Evo,256,F,G,0, D ,C,G,H,C,E,Desktop,G,0
970Evo,256,F,G,0, D ,C,H,H,C,F,Desktop,G,0
970Evo,1024,F,E,0, D ,A,I,F,C,E,Laptop,G,0
970Evo,1024,F,D,0, B ,A,F,H,C,I,Desktop,G,0
970Evo,1024,F,D,0, C ,A,H,E,C,G,Laptop,G,0
970Evo,1024,F,E,0, B ,A,G,G,C,I,Desktop,G,0
970Evo,1024,F,E,0, B ,A,H,F,C,H,Desktop,H,0
970Evo,512,F,F,0, B ,B,F,G,C,H,Desktop,H,0
970Evo,1024,F,E,0, D ,A,G,I,C,E,Desktop,H,0
970Evo,1024,F,E,0, B ,A,G,G,C,I,Desktop,H,0
970Evo,512,F,G,0, B ,B,H,G,C,H,Laptop,H,0
970Evo,512,C,G,0, C ,C,G,I,C,G,Desktop,I,0
970Evo,1024,E,H,0, D ,D,B,J,C,F,Desktop,J,1
970Evo,512,F,A,0, B ,A,A,A,C,I,Desktop,A,0
970Evo,1024,F,A,0, D ,A,D,E,C,F,Desktop,A,0
970Evo,512,F,A,0, D ,A,E,A,C,F,Desktop,B,0
970Evo,512,F,A,0, C ,A,D,E,C,G,Desktop,B,0
970Evo,512,F,A,0, B ,A,A,A,C,H,Laptop,B,0
970Evo,1024,F,A,0, B ,A,B,A,C,H,Laptop,B,0
970Evo,1024,F,A,0, B ,A,C,B,C,I,Laptop,B,0
970Evo,1024,F,A,0, B ,A,F,C,C,I,Desktop,B,0
970Evo,1024,F,A,0, B ,A,C,B,C,I,Desktop,B,0
970Evo,1024,F,B,0, B ,A,B,C,C,H,Laptop,B,0
970Evo,1024,F,B,0, B ,A,B,B,C,H,Desktop,C,0
970Evo,512,F,B,0, D ,A,D,B,C,E,Desktop,C,0
970Evo,1024,F,B,0, B ,A,D,B,C,I,Desktop,C,0
970Evo,512,F,B,0, B ,A,D,C,C,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,C,B,C,H,Laptop,C,0
970Evo,512,F,B,0, B ,A,F,C,C,H,Laptop,C,0
970Evo,512,F,C,0, B ,A,C,C,C,I,Desktop,C,0
970Evo,1024,F,B,0, C ,A,G,B,C,G,Desktop,C,0
970Evo,1024,F,B,0, A ,A,C,D,C,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,E,B,C,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,D,D,C,I,Laptop,D,0
970Evo,1024,F,B,0, C ,A,D,C,C,G,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,C,C,H,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,E,C,H,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,C,C,I,Desktop,D,0
970Evo,512,F,C,0, C ,A,D,E,C,G,Laptop,D,0
970Evo,512,F,C,0, C ,A,C,C,C,G,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,C,C,I,Laptop,D,0
970Evo,1024,F,B,0, B ,A,B,F,C,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,E,C,C,I,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,C,C,H,Desktop,D,0
970Evo,1024,F,C,0, B ,A,C,B,C,H,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,D,C,I,Desktop,D,0
970Evo,512,F,D,0, D ,A,C,B,C,E,Laptop,D,0
970Evo,1024,F,B,0, D ,A,E,D,C,E,Laptop,D,0
970Evo,512,F,D,0, A ,A,F,E,C,I,Desktop,D,0
970Evo,256,F,E,0, D ,A,E,C,C,E,Desktop,E,0
970Evo,512,F,D,0, B ,A,H,D,C,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,D,E,C,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,E,E,C,I,Laptop,E,0
970Evo,1024,F,C,0, A ,A,E,E,C,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,E,C,H,Laptop,E,0
970Evo,512,F,D,0, B ,A,C,I,C,H,Desktop,E,0
970Evo,1024,F,B,0, C ,A,E,D,C,G,Desktop,E,0
970Evo,512,F,D,0, B ,A,B,F,C,I,Desktop,E,0
970Evo,2048,F,C,0, D ,A,D,C,C,E,Desktop,E,0
970Evo,1024,F,C,0, C ,A,E,E,C,G,Desktop,E,0
970Evo,512,F,D,0, B ,A,E,E,C,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,G,C,I,Desktop,E,0
970Evo,512,F,D,0, B ,A,G,E,C,H,Desktop,E,0
970Evo,512,F,D,0, D ,A,E,D,C,E,Desktop,E,0
970Evo,512,F,D,0, B ,A,G,G,C,H,Desktop,E,0
970Evo,1024,F,C,0, C ,A,F,E,C,G,Laptop,E,0
970Evo,512,F,D,0, B ,A,G,E,C,H,Desktop,F,0
970Evo,512,F,E,0, B ,A,B,G,C,H,Desktop,F,0
970Evo,512,D,D,0, B ,A,B,G,C,H,Desktop,F,0
970Evo,1024,F,D,0, B ,A,G,H,C,H,Desktop,F,0
970Evo,1024,E,C,0, B ,A,B,G,C,I,Desktop,F,1
970Evo,1024,F,D,0, C ,A,E,C,C,G,Desktop,F,0
970Evo,512,F,E,0, C ,A,G,C,C,F,Desktop,F,0
970Evo,512,F,E,0, D ,A,I,H,C,E,Desktop,F,0
970Evo,1024,F,D,0, B ,A,G,F,C,H,Desktop,F,0
970Evo,512,F,F,0, B ,B,E,G,C,I,Desktop,G,0
970Evo,1024,F,D,0, B ,A,G,F,C,H,Desktop,G,0
970Evo,512,F,F,0, C ,B,H,F,C,G,Desktop,G,0
970Evo,256,F,G,0, D ,C,G,G,C,E,Desktop,G,0
970Evo,256,F,H,0, D ,C,G,E,C,E,Desktop,G,0
970Evo,512,C,G,0, D ,B,C,H,C,F,Desktop,G,0
970Evo,1024,F,E,0, B ,A,B,H,C,I,Desktop,G,0
970Evo,1024,F,E,0, B ,A,F,F,C,I,Desktop,H,0
970Evo,256,F,G,0, D ,C,E,H,C,E,Desktop,H,0
970Evo,1024,F,E,0, B ,A,D,G,C,I,Desktop,H,0
970Evo,1024,F,E,0, C ,A,I,F,C,G,Desktop,H,0
970Evo,512,F,G,0, B ,B,F,G,C,H,Desktop,H,0
970Evo,1024,F,F,0, D ,B,G,E,C,F,Laptop,I,0
970Evo,512,F,I,0, B ,E,E,H,C,I,Desktop,I,0
970Evo,1024,F,D,0, B ,A,A,F,C,H,Desktop,I,0
970Evo,512,F,G,0, D ,C,J,H,C,E,Desktop,I,1
970Evo,1024,D,G,0, D ,B,I,I,C,E,Laptop,I,0
970Evo,512,F,H,0, D ,D,H,G,C,E,Desktop,I,0
970Evo,1024,D,H,0, D ,D,B,J,C,F,Desktop,J,1
970Evo,512,F,I,0, C ,E,A,I,C,G,Server,J,1
970Evo,1024,F,A,0, B ,A,D,E,C,H,Desktop,A,0
970Evo,1024,F,A,0, D ,A,I,B,C,E,Desktop,A,0
970Evo,512,F,A,0, B ,A,B,C,C,H,Desktop,A,0
970Evo,1024,F,A,0, B ,A,D,B,C,H,Desktop,B,0
970Evo,512,F,B,0, B ,A,B,B,C,I,Desktop,B,0
970Evo,512,F,B,0, B ,A,D,B,C,I,Laptop,B,0
970Evo,512,F,B,0, B ,A,C,G,C,I,Laptop,B,0
970Evo,1024,F,A,0, B ,A,G,H,C,H,Desktop,B,0
970Evo,512,F,B,0, B ,A,D,A,C,I,Desktop,B,0
970Evo,1024,F,A,0, B ,A,D,B,C,I,Desktop,C,0
970Evo,1024,F,A,0, B ,A,C,C,C,I,Desktop,C,0
970Evo,512,F,B,0, B ,A,B,C,C,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,E,E,C,I,Laptop,C,0
970Evo,1024,F,B,0, B ,A,C,C,C,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,C,B,C,I,Laptop,C,0
970Evo,512,F,B,0, B ,A,D,D,C,I,Desktop,C,0
970Evo,1024,F,B,0, D ,A,C,B,C,F,Desktop,C,0
970Evo,512,F,C,0, B ,A,B,B,C,H,Desktop,C,0
970Evo,256,F,D,0, D ,A,H,C,C,E,Desktop,C,0
970Evo,1024,F,B,0, B ,A,D,C,C,H,Desktop,D,0
970Evo,512,F,C,0, D ,A,I,B,C,F,Desktop,D,0
970Evo,1024,F,B,0, A ,A,B,B,C,I,Desktop,D,0
970Evo,1024,F,C,0, B ,A,F,E,C,I,Desktop,D,0
970Evo,512,F,C,0, D ,A,E,C,C,E,Desktop,D,0
970Evo,1024,F,B,0, B ,A,F,C,C,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,G,C,C,H,Laptop,D,0
970Evo,256,F,E,0, D ,A,G,C,C,E,Laptop,D,0
970Evo,512,F,D,0, D ,A,E,F,C,E,Desktop,E,0
970Evo,512,F,D,0, C ,A,F,D,C,G,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,E,C,I,Desktop,E,0
970Evo,512,F,C,0, C ,A,H,D,C,G,Desktop,E,0
970Evo,512,F,D,0, B ,A,D,E,C,I,Laptop,E,0
970Evo,256,F,E,0, D ,A,H,E,C,E,Laptop,E,0
970Evo,1024,F,C,0, D ,A,E,E,C,F,Desktop,E,0
970Evo,1024,F,,0, B ,A,H,D,C,I,Laptop,E,0
970Evo,256,F,F,0, D ,B,G,D,C,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,D,C,I,Desktop,E,0
970Evo,512,F,C,0, B ,A,G,F,C,H,Desktop,E,0
970Evo,256,F,F,0, D ,B,G,G,C,E,Desktop,F,0
970Evo,1024,F,C,0, B ,A,F,H,C,I,Desktop,F,0
970Evo,512,F,E,0, B ,A,I,E,C,H,Laptop,F,0
970Evo,512,F,E,0, B ,A,F,G,C,H,Desktop,F,0
970Evo,1024,F,E,0, B ,A,I,H,C,H,Laptop,G,0
970Evo,1024,F,D,0, A ,A,C,E,C,I,Desktop,G,0
970Evo,256,F,G,0, D ,C,G,H,C,E,Laptop,G,0
970Evo,1024,F,D,0, B ,A,G,D,C,H,Desktop,G,0
970Evo,512,F,F,0, B ,B,F,F,C,I,Desktop,G,0
970Evo,1024,F,D,0, B ,A,F,F,C,I,Desktop,G,0
970Evo,1024,F,D,0, C ,A,C,I,C,G,Desktop,G,0
970Evo,1024,F,D,0, B ,A,A,I,C,I,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,H,C,E,Desktop,G,0
970Evo,512,F,E,0, B ,A,H,F,C,H,Desktop,G,1
970Evo,256,F,H,0, D ,C,G,I,C,F,Desktop,H,0
970Evo,1024,F,E,0, B ,A,A,I,C,I,Desktop,H,1
970Evo,1024,F,F,0, B ,A,G,G,C,H,Desktop,H,0
970Evo,512,F,G,0, B ,B,E,F,C,I,Desktop,H,0
970Evo,512,F,G,0, B ,B,G,G,C,H,Desktop,H,0
970Evo,512,F,G,0, D ,B,G,G,C,F,Laptop,H,0
970Evo,1024,F,F,0, D ,B,F,F,C,E,Desktop,I,0
970Evo,256,F,H,0, D ,D,I,I,C,E,Laptop,I,0
970Evo,256,F,I,0, D ,E,I,I,C,E,Desktop,I,0
970Evo,1024,A,G,1, B ,B,F,H,C,H,Desktop,I,1
970Evo,1024,F,H,0, C ,D,C,H,C,G,Laptop,I,0
970Evo,512,F,A,0, B ,A,E,A,C,H,Desktop,A,0
970Evo,1024,F,A,0, B ,A,A,B,C,H,Desktop,A,0
970Evo,256,F,B,0, D ,A,D,B,C,E,Desktop,B,0
970Evo,256,F,A,0, D ,A,D,B,C,E,Desktop,B,0
970Evo,1024,F,A,0, B ,A,F,B,C,I,Desktop,B,0
970Evo,256,F,B,0, D ,A,D,B,C,E,Desktop,B,0
970Evo,512,F,B,0, B ,A,C,B,C,H,Desktop,B,0
970Evo,512,F,B,0, B ,A,D,D,C,I,Laptop,B,0
970Evo,256,F,C,0, D ,A,D,D,C,E,Desktop,C,0
970Evo,1024,F,B,0, C ,A,B,C,C,G,Desktop,C,0
970Evo,256,F,C,0, D ,A,C,C,C,E,Desktop,C,0
970Evo,1024,F,A,0, B ,A,B,C,C,H,Laptop,C,0
970Evo,512,F,C,0, B ,A,B,B,C,H,Desktop,C,0
970Evo,1024,F,B,0, B ,A,E,E,C,H,Desktop,C,0
970Evo,512,F,B,0, B ,A,E,B,C,H,Laptop,C,0
970Evo,1024,F,B,0, B ,A,G,G,C,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,D,D,C,H,Laptop,C,0
970Evo,512,F,C,0, B ,A,E,C,C,H,Desktop,C,0
970Evo,512,F,C,0, B ,A,D,C,C,I,Desktop,D,0
970Evo,1024,F,B,0, B ,A,D,C,C,H,Desktop,D,0
970Evo,512,F,C,0, B ,A,D,C,C,I,Desktop,D,0
970Evo,512,F,C,0, C ,A,D,D,C,G,Desktop,D,0
970Evo,512,F,C,0, B ,A,E,D,C,H,Desktop,D,0
970Evo,1024,F,B,0, A ,A,F,F,C,I,Desktop,D,0
970Evo,1024,F,B,0, B ,A,E,C,C,H,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,C,C,H,Desktop,D,0
970Evo,512,F,C,0, C ,A,E,C,C,G,Laptop,D,0
970Evo,1024,F,C,0, A ,A,E,E,C,I,Desktop,D,0
970Evo,1024,F,C,0, B ,A,E,B,C,I,Desktop,E,0
970Evo,256,F,E,0, D ,A,F,C,C,E,Laptop,E,0
970Evo,1024,F,C,0, B ,A,F,H,C,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,D,C,I,Desktop,E,0
970Evo,512,F,D,0, A ,A,E,E,C,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,E,C,I,Desktop,E,1
970Evo,512,F,D,0, B ,A,B,I,C,I,Desktop,E,0
970Evo,512,F,D,0, B ,A,G,E,C,H,Laptop,E,0
970Evo,1024,F,D,0, D ,A,B,D,C,F,Desktop,F,0
970Evo,512,F,E,0, B ,A,B,F,C,I,Desktop,F,0
970Evo,256,F,F,0, D ,B,I,F,C,E,Laptop,F,0
970Evo,1024,F,E,0, C ,A,H,D,C,G,Desktop,F,0
970Evo,512,F,E,0, C ,A,F,E,C,G,Desktop,F,0
970Evo,1024,F,C,0, B ,A,E,E,C,I,Desktop,F,0
970Evo,256,F,G,0, D ,B,H,H,C,E,Desktop,F,0
970Evo,512,D,E,0, B ,A,A,G,C,H,Desktop,F,1
970Evo,512,F,E,0, B ,A,G,G,C,H,Desktop,F,0
970Evo,256,F,G,0, D ,C,D,E,C,F,Desktop,F,0
970Evo,1024,F,C,0, B ,A,G,H,C,H,Laptop,F,0
970Evo,256,F,F,0, D ,B,I,H,C,E,Desktop,F,0
970Evo,1024,F,D,0, B ,A,E,G,C,I,Desktop,G,0
970Evo,512,F,E,0, D ,A,F,F,C,F,Desktop,G,0
970Evo,512,F,E,0, D ,A,I,G,C,F,Desktop,G,0
970Evo,256,F,G,0, D ,B,H,F,C,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,E,H,C,H,Desktop,G,0
970Evo,256,F,G,0, D ,C,J,F,C,E,Laptop,G,0
970Evo,1024,F,E,0, B ,A,G,F,C,H,Desktop,H,0
970Evo,512,F,F,0, B ,B,F,F,C,I,Desktop,H,0
970Evo,512,F,G,0, B ,B,G,F,C,H,Desktop,H,0
970Evo,1024,F,F,0, C ,B,J,H,C,G,Desktop,H,0
970Evo,1024,F,F,0, B ,A,H,G,C,I,Desktop,H,0
970Evo,256,F,H,0, D ,D,G,G,C,E,Desktop,I,0
970Evo,1024,F,F,0, C ,B,F,D,C,G,Laptop,I,0
970Evo,512,F,H,0, D ,C,H,H,C,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,E,C,E,Desktop,I,0
970Evo,512,E,I,0, D ,E,H,I,C,E,Desktop,J,0
970Evo,256,F,I,0, D ,E,H,F,C,E,Desktop,J,0
970Evo,256,F,I,0, D ,E,C,I,C,E,Desktop,J,0
970Evo,1024,F,A,0, B ,A,B,A,D,I,Desktop,A,0
970Evo,256,F,A,0, D ,A,G,G,D,E,Desktop,A,0
970Evo,512,F,A,0, B ,A,B,B,D,I,Desktop,A,0
970Evo,512,F,A,0, B ,A,A,E,D,H,Desktop,A,0
970Evo,256,F,C,0, D ,A,C,B,D,E,Desktop,B,0
970Evo,512,A,B,0, D ,A,C,J,D,E,Desktop,B,1
970Evo,1024,F,A,0, B ,A,F,C,D,I,Desktop,B,0
970Evo,512,F,B,0, B ,A,D,D,D,H,Desktop,C,0
970Evo,1024,F,A,0, B ,A,E,F,D,I,Desktop,C,0
970Evo,512,F,B,0, B ,A,C,C,D,H,Desktop,C,0
970Evo,512,F,B,0, D ,A,D,B,D,E,Laptop,C,0
970Evo,512,F,B,0, C ,A,C,B,D,G,Laptop,C,0
970Evo,512,F,B,0, B ,A,D,B,D,H,Desktop,C,0
970Evo,512,F,B,0, D ,A,D,D,D,F,Desktop,C,0
970Evo,512,F,C,0, B ,A,C,C,D,H,Desktop,C,0
970Evo,512,D,D,0, D ,A,B,D,D,E,Desktop,C,1
970Evo,1024,F,B,0, B ,A,C,C,D,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,C,C,D,I,Desktop,D,0
970Evo,512,F,C,0, C ,A,E,C,D,G,Desktop,D,0
970Evo,256,F,D,0, D ,A,D,C,D,E,Laptop,D,0
970Evo,1024,F,C,0, B ,A,B,E,D,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,F,D,D,H,Laptop,E,0
970Evo,512,F,D,0, D ,A,H,F,D,E,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,D,D,I,Laptop,E,0
970Evo,512,F,D,0, B ,A,E,D,D,H,Desktop,E,0
970Evo,512,F,D,0, B ,A,G,E,D,I,Desktop,E,0
970Evo,512,F,E,0, B ,A,F,E,D,I,Desktop,E,0
970Evo,512,F,D,0, C ,A,F,F,D,F,Laptop,E,0
970Evo,512,F,D,0, D ,A,E,D,D,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,D,C,D,I,Desktop,E,0
970Evo,512,F,D,0, B ,A,H,E,D,I,Desktop,E,0
970Evo,256,F,E,0, D ,A,G,D,D,E,Laptop,E,0
970Evo,512,F,D,0, B ,A,G,F,D,I,Desktop,E,0
970Evo,256,F,F,0, D ,B,F,E,D,E,Desktop,E,0
970Evo,512,F,E,0, B ,A,B,G,D,I,Desktop,E,0
970Evo,512,F,D,0, D ,A,F,E,D,F,Desktop,E,0
